2025-01-27 22:39:41 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (47577ae16e6b0dc68a3d6275cf22fb44)
2025-01-27 22:43:13 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 22:43:15 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 22:43:31 INFO  HomeTests:66 - URL is entered in browser
2025-01-27 22:43:32 INFO  HomeTests:78 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Started
2025-01-27 22:43:37 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (5c0abd9845eaa400055fef060c690efa)
2025-01-27 22:43:54 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (5c0abd9845eaa400055fef060c690efa)
2025-01-27 22:43:54 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (5c0abd9845eaa400055fef060c690efa)
2025-01-27 22:43:58 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (5c0abd9845eaa400055fef060c690efa)
2025-01-27 22:43:58 INFO  HomeTests:90 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Completed
2025-01-27 23:05:31 INFO  DriverFactory:118 - Initializing driver for Chrome...
2025-01-27 23:05:34 INFO  DriverFactory:170 - Driver for Chrome initialized.
2025-01-27 23:05:45 INFO  HomeTests:66 - URL is entered in browser
2025-01-27 23:05:45 INFO  HomeTests:78 - verifySauceLabsBackpackOrderAddToCartAndRemove() Test Started
2025-01-27 23:05:50 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (2fcbe640d063c0b101f827c770924771)
2025-01-27 23:05:53 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (2fcbe640d063c0b101f827c770924771)
2025-01-27 23:05:54 INFO  BasePage:314 - Click action performed successfully on element ChromeDriver: chrome on WINDOWS (2fcbe640d063c0b101f827c770924771)
